ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX103942,CUST000538,2025-12-14,Delivery Delay,Live Chat,7.3,,"The item I received was damaged during shipping, need a replacement."
TIX103943,CUST001752,2025-12-20,Return Request,Live Chat,44.0,5.0,"I was charged twice for order ORD116328, please refund the duplicate charge."
TIX103944,CUST000557,2025-11-17,Billing Issue,Phone,20.9,4.0,"Great service, just wanted to confirm my order status."
TIX103945,CUST001728,2026-01-08,Delivery Delay,Phone,0.1,5.0,Can you tell me the warranty period on this product?
TIX103946,CUST000319,2025-08-30,Wrong Item Shipped,Live Chat,9.2,,"Wrong item was shipped to me, I ordered a different color."
TIX103947,CUST003436,2025-01-04,Return Request,Social Media,3.2,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103948,CUST002500,2025-10-31,Wrong Item Shipped,Email,23.0,2.0,"Great service, just wanted to confirm my order status."
TIX103949,CUST001882,2026-01-29,Return Request,Live Chat,72.9,5.0,"Great service, just wanted to confirm my order status."
TIX103950,CUST001704,2025-07-11,Delivery Delay,Live Chat,12.4,5.0,Can you tell me the warranty period on this product?
TIX103951,CUST001073,2026-06-21,Product Question,Live Chat,71.3,,"Wrong item was shipped to me, I ordered a different color."
TIX103952,CUST002530,2026-04-29,Product Question,Email,5.8,3.0,"I want to return this item, it doesn't fit as expected."
TIX103953,CUST003499,2025-03-06,Refund Status,Social Media,15.7,3.0,When will my refund for the returned item be processed?
TIX103954,CUST004063,2026-02-10,Account Access,Social Media,14.2,5.0,"I can't log into my account, it says my password is invalid."
TIX103955,CUST004779,2025-10-01,Refund Status,Email,28.6,2.0,"I want to return this item, it doesn't fit as expected."
TIX103956,CUST003549,2024-12-22,Account Access,Phone,5.5,3.0,Can you tell me the warranty period on this product?
TIX103957,CUST000239,2026-06-21,Product Question,Phone,5.4,,"I can't log into my account, it says my password is invalid."
TIX103958,CUST004279,2024-09-04,Return Request,Live Chat,7.9,4.0,"I can't log into my account, it says my password is invalid."
TIX103959,CUST004230,2025-01-18,Billing Issue,Live Chat,15.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX103960,CUST005220,2024-09-09,Account Access,Email,2.6,4.0,"I can't log into my account, it says my password is invalid."
TIX103961,CUST002152,2025-05-15,Delivery Delay,Email,55.8,5.0,"I can't log into my account, it says my password is invalid."
TIX103962,CUST003789,2025-08-18,Refund Status,Phone,11.1,5.0,"I can't log into my account, it says my password is invalid."
TIX103963,CUST000715,2025-02-08,Damaged Item,Email,12.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103964,CUST002230,2024-12-22,Return Request,Live Chat,9.5,1.0,"The item I received was damaged during shipping, need a replacement."
TIX103965,CUST003997,2024-10-08,Refund Status,Phone,8.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103966,CUST005705,2026-03-27,Delivery Delay,Email,11.0,3.0,When will my refund for the returned item be processed?
TIX103967,CUST004432,2025-01-02,Billing Issue,Live Chat,5.0,4.0,When will my refund for the returned item be processed?
TIX103968,CUST001065,2025-06-20,Return Request,Social Media,2.9,,"I can't log into my account, it says my password is invalid."
TIX103969,CUST000673,2026-04-20,Refund Status,Social Media,10.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103970,CUST001237,2026-04-16,Wrong Item Shipped,Phone,20.3,3.0,"I can't log into my account, it says my password is invalid."
TIX103971,CUST004334,2025-06-29,Return Request,Email,7.9,5.0,My order ORD102657 still hasn't arrived and it's been over a week.
TIX103972,CUST001245,2026-05-21,Billing Issue,Email,2.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103973,CUST001361,2025-05-29,Wrong Item Shipped,Email,13.4,4.0,My order ORD117928 still hasn't arrived and it's been over a week.
TIX103974,CUST002455,2026-04-10,Billing Issue,Email,13.4,2.0,"I want to return this item, it doesn't fit as expected."
TIX103975,CUST003567,2025-07-14,Damaged Item,Live Chat,3.3,4.0,When will my refund for the returned item be processed?
TIX103976,CUST001786,2026-06-25,Product Question,Social Media,7.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103977,CUST005085,2025-12-28,Refund Status,Social Media,28.0,1.0,"I can't log into my account, it says my password is invalid."
TIX103978,CUST002974,2025-06-17,Refund Status,Live Chat,0.6,3.0,My order ORD109700 still hasn't arrived and it's been over a week.
TIX103979,CUST000524,2025-02-22,Billing Issue,Social Media,1.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103980,CUST003264,2025-08-23,Wrong Item Shipped,Social Media,21.7,4.0,"I want to return this item, it doesn't fit as expected."
TIX103981,CUST003208,2025-06-24,Billing Issue,Phone,15.3,4.0,My order ORD104549 still hasn't arrived and it's been over a week.
TIX103982,CUST003119,2026-06-05,Product Question,Social Media,15.6,5.0,Can you tell me the warranty period on this product?
TIX103983,CUST004004,2026-03-28,Return Request,Email,11.0,3.0,"I was charged twice for order ORD122408, please refund the duplicate charge."
TIX103984,CUST000962,2025-01-13,Billing Issue,Live Chat,1.6,4.0,  the delivery guy left my package outside in the rain!!  
TIX103985,CUST004732,2025-10-08,Product Question,Social Media,1.0,5.0,  the delivery guy left my package outside in the rain!!  
TIX103986,CUST004554,2025-10-07,Delivery Delay,Phone,7.1,5.0,  the delivery guy left my package outside in the rain!!  
TIX103987,CUST002909,2025-12-25,Damaged Item,Social Media,1.0,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103988,CUST000412,2026-05-11,Billing Issue,Phone,15.0,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103989,CUST002865,2025-10-17,Damaged Item,Email,20.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX103990,CUST002860,2025-03-19,Billing Issue,Email,17.3,3.0,"Great service, just wanted to confirm my order status."
TIX103991,CUST005522,2025-09-13,Damaged Item,Email,23.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103992,CUST005155,2025-02-27,Product Question,Email,54.7,2.0,"Great service, just wanted to confirm my order status."
TIX103993,CUST003316,2025-09-09,Damaged Item,Social Media,61.6,2.0,"I can't log into my account, it says my password is invalid."
TIX103994,CUST000227,2025-07-30,Product Question,Email,6.1,,Can you tell me the warranty period on this product?
TIX103995,CUST002497,2024-12-16,Refund Status,Email,6.2,5.0,"I was charged twice for order ORD120752, please refund the duplicate charge."
TIX103996,CUST004010,2025-06-13,Product Question,Phone,24.5,4.0,"I can't log into my account, it says my password is invalid."
TIX103997,CUST001667,2025-05-28,Delivery Delay,Live Chat,82.9,5.0,"Great service, just wanted to confirm my order status."
TIX103998,CUST000408,2025-11-11,Billing Issue,Live Chat,9.6,5.0,Can you tell me the warranty period on this product?
TIX103999,CUST001665,2025-04-19,Refund Status,Phone,3.7,3.0,  the delivery guy left my package outside in the rain!!  
TIX104000,CUST001469,2025-07-26,Product Question,Phone,23.5,4.0,When will my refund for the returned item be processed?
TIX104001,CUST006086,2025-10-17,Refund Status,Live Chat,8.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX104002,CUST001308,2024-11-05,Refund Status,Live Chat,1.5,4.0,When will my refund for the returned item be processed?
TIX104003,CUST005295,2025-03-14,Billing Issue,Phone,24.9,5.0,"Great service, just wanted to confirm my order status."
TIX104004,CUST005366,2024-10-15,Product Question,Phone,9.4,5.0,Can you tell me the warranty period on this product?
TIX104005,CUST002620,2025-10-12,Wrong Item Shipped,Phone,16.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX104006,CUST005017,2024-10-17,Damaged Item,Email,21.2,,"I want to return this item, it doesn't fit as expected."
TIX104007,CUST002597,2025-11-02,Delivery Delay,Live Chat,31.0,,"Great service, just wanted to confirm my order status."
TIX104008,CUST002495,2026-06-19,Refund Status,Live Chat,17.5,1.0,  the delivery guy left my package outside in the rain!!  
TIX104009,CUST000798,2025-05-01,Product Question,Social Media,49.5,4.0,"The item I received was damaged during shipping, need a replacement."
TIX104010,CUST002919,2026-04-27,Billing Issue,Email,11.9,1.0,  the delivery guy left my package outside in the rain!!  
TIX104011,CUST003434,2025-08-14,Damaged Item,Live Chat,13.6,5.0,When will my refund for the returned item be processed?
TIX104012,CUST001091,2024-12-17,Billing Issue,Social Media,6.5,5.0,"Great service, just wanted to confirm my order status."
TIX104013,CUST001661,2025-07-03,Product Question,Live Chat,2.5,5.0,My order ORD123032 still hasn't arrived and it's been over a week.
TIX104014,CUST005322,2025-03-18,Refund Status,Phone,17.8,,"Great service, just wanted to confirm my order status."
TIX104015,CUST004916,2025-08-12,Delivery Delay,Phone,6.2,5.0,"The item I received was damaged during shipping, need a replacement."
TIX104016,CUST004615,2026-02-10,Delivery Delay,Phone,22.5,2.0,"Great service, just wanted to confirm my order status."
TIX104017,CUST000765,2025-12-10,Wrong Item Shipped,Email,17.4,4.0,My order ORD117221 still hasn't arrived and it's been over a week.
TIX104018,CUST005100,2025-05-17,Return Request,Social Media,5.9,5.0,"I was charged twice for order ORD104819, please refund the duplicate charge."
TIX104019,CUST000512,2026-04-22,Refund Status,Phone,14.7,2.0,"I was charged twice for order ORD120958, please refund the duplicate charge."
TIX104020,CUST000320,2024-12-13,Wrong Item Shipped,Live Chat,80.1,5.0,"I was charged twice for order ORD121291, please refund the duplicate charge."
TIX104021,CUST001795,2025-12-08,Wrong Item Shipped,Live Chat,38.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX104022,CUST002181,2026-02-08,Delivery Delay,Social Media,9.7,,Can you tell me the warranty period on this product?
TIX104023,CUST000861,2024-12-11,Account Access,Social Media,20.9,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX104024,CUST004826,2024-10-09,Account Access,Phone,3.6,5.0,"I was charged twice for order ORD107335, please refund the duplicate charge."
TIX104025,CUST004794,2025-03-29,Damaged Item,Phone,0.2,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX104026,CUST001550,2025-05-22,Damaged Item,Live Chat,32.9,4.0,"Great service, just wanted to confirm my order status."
TIX104027,CUST001314,2026-05-06,Product Question,Phone,9.6,3.0,"The item I received was damaged during shipping, need a replacement."
TIX104028,CUST003402,2026-05-17,Refund Status,Social Media,3.6,4.0,My order ORD113570 still hasn't arrived and it's been over a week.
TIX104029,CUST003156,2025-03-14,Damaged Item,Social Media,6.8,5.0,  the delivery guy left my package outside in the rain!!  
TIX104030,CUST000978,2026-06-25,Delivery Delay,Social Media,46.1,4.0,"I want to return this item, it doesn't fit as expected."
TIX104031,CUST003211,2025-03-26,Wrong Item Shipped,Live Chat,40.1,2.0,"Great service, just wanted to confirm my order status."
TIX104032,CUST005128,2025-01-23,Return Request,Social Media,18.9,1.0,When will my refund for the returned item be processed?
TIX104033,CUST004252,2025-07-12,Wrong Item Shipped,Email,1.7,4.0,"I can't log into my account, it says my password is invalid."
TIX104034,CUST000782,2026-06-06,Account Access,Phone,22.8,3.0,When will my refund for the returned item be processed?
TIX104035,CUST003312,2024-10-27,Billing Issue,Phone,39.8,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX104036,CUST005212,2025-07-23,Refund Status,Email,45.2,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX104037,CUST005457,2025-05-17,Billing Issue,Email,8.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX104038,CUST005890,2026-06-16,Wrong Item Shipped,Email,3.3,5.0,"I want to return this item, it doesn't fit as expected."
TIX104039,CUST003948,2026-01-25,Damaged Item,Email,58.4,4.0,"The item I received was damaged during shipping, need a replacement."
TIX104040,CUST003708,2025-08-18,Product Question,Email,29.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX104041,CUST000316,2026-03-20,Damaged Item,Email,10.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX104042,CUST004204,2025-06-02,Damaged Item,Social Media,18.0,4.0,"I was charged twice for order ORD105570, please refund the duplicate charge."
TIX104043,CUST000471,2026-02-22,Product Question,Email,9.1,5.0,Can you tell me the warranty period on this product?
TIX104044,CUST005954,2026-02-02,Account Access,Phone,11.0,1.0,"I was charged twice for order ORD112802, please refund the duplicate charge."
TIX104045,CUST005717,2026-02-12,Billing Issue,Email,7.1,,My order ORD108958 still hasn't arrived and it's been over a week.
TIX104046,CUST000669,2026-01-29,Wrong Item Shipped,Email,1.0,5.0,"The item I received was damaged during shipping, need a replacement."
TIX104047,CUST003414,2024-09-05,Billing Issue,Live Chat,105.3,5.0,"I can't log into my account, it says my password is invalid."
TIX104048,CUST003186,2026-02-08,Refund Status,Live Chat,4.9,3.0,"I want to return this item, it doesn't fit as expected."
TIX104049,CUST002151,2025-10-17,Damaged Item,Live Chat,6.2,3.0,When will my refund for the returned item be processed?
TIX104050,CUST000068,2024-10-07,Product Question,Live Chat,7.1,5.0,"I was charged twice for order ORD122884, please refund the duplicate charge."
TIX104051,CUST001186,2025-12-21,Wrong Item Shipped,Email,5.0,4.0,"I want to return this item, it doesn't fit as expected."
TIX104052,CUST005869,2024-12-15,Billing Issue,Phone,7.1,5.0,  the delivery guy left my package outside in the rain!!  
TIX104053,CUST002803,2025-12-16,Billing Issue,Email,15.1,5.0,Can you tell me the warranty period on this product?
TIX104054,CUST000661,2025-02-23,Return Request,Email,1.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX104055,CUST000818,2025-10-25,Refund Status,Live Chat,1.3,5.0,"I can't log into my account, it says my password is invalid."
TIX104056,CUST003436,2025-06-06,Billing Issue,Live Chat,11.2,,"I can't log into my account, it says my password is invalid."
TIX104057,CUST005036,2025-04-24,Return Request,Live Chat,21.5,5.0,When will my refund for the returned item be processed?
TIX104058,CUST004085,2025-07-18,Account Access,Email,4.4,5.0,"I can't log into my account, it says my password is invalid."
